ArticleEntity,Ship_3,Country_3,Description-3
Q6639010,,Q55,
Q6639010,,Q41304,Q1335
Q6639010,,Q145,
Q6639010,,Q145,Q24826
Q6639010,,Q35,Q1695
Q6639010,,Q41304,
Q6639010,,Q145,Q192493
Q6639010,,Q17,Q18097
Q6639010,,Q172579,Q6081128
Q6639010,,Q145,Q1075679
Q6639010,,Q20,Q676689
Q6639010,,Q145,Q127892
Q6639010,,Q17,
Q6639010,,Q172579,Q40410
Q6639010,,Q145,Q659642
Q6639010,,Q145,Q4076809
Q6639010,,Q41304,
Q6639010,,Q41304,Q1693
Q6639010,,Q145,
Q6639010,,Q79,Q134514
Q6639010,,Q145,Q597
Q6639010,,Q17,Q1192236
Q6639010,,Q17,
Q6639010,Q7867710,Q55,Q39383
Q6639010,,Q145,Q932261
Q6639010,,Q45,
Q6639010,,Q31,Q6506
Q6639010,,Q142,
Q6639010,,Q145,Q185678
Q6639010,,Q142,Q932261
Q6639010,,Q145,Q97
Q6639010,,Q142,Q185678
Q6639010,,Q41304,
Q6639010,,Q145,Q34370
Q6639010,,Q35,
Q6639010,Q7393371,Q30,Q12630
Q6639010,,Q145,Q179188
Q6639010,,Q17,Q7682544
Q6639010,Q5010999,Q16,Q3593262
Q6639010,,Q30,Q1169
Q6639010,,,Q2467
Q6639010,,Q145,Q36433
Q6639010,,Q145,Q81882
Q6639010,,Q145,
Q6639010,,Q41304,Q127892
Q6639010,,Q145,
Q6639010,,Q145,Q128323
Q6639010,,Q145,Q2360948
Q6639010,,Q142,Q188161
Q6639010,,Q13426199,
Q6639010,,,Q24318062
Q6639010,,Q30,Q885996
Q6639010,,Q145,Q3395428
Q6639010,,Q172579,Q1410
Q6639010,,Q145,Q1952
Q6639010,,Q20,Q5511502
Q6639010,,,Q1004306
Q6639010,,Q41304,
Q6639010,,Q211,Q211
Q6639010,,Q41304,Q33986
Q6639010,,Q34,
Q6639010,,Q172579,Q8757
Q6639010,,Q145,Q372090
Q6639010,,Q145,Q1492
Q6639010,,Q145,Q204412
Q6639010,,Q41304,
Q6639010,,Q35,Q215177
Q6639010,,Q30,Q7230599
Q6639010,,Q43,Q406
Q6639010,,Q35,Q20837
Q6639010,,Q145,Q3068
Q6639010,,Q142,Q1010949
Q6639010,,Q30,Q166
Q6639010,,Q35,Q1748
Q6639010,,Q27,
Q6639010,,Q45,Q1547306
Q6639010,,Q45,Q597
Q6639010,,Q142,Q4896384
Q6639010,,Q29,Q204577
Q6639010,,Q172579,Q97
Q6639010,,Q145,Q1223
Q6639010,,Q172579,Q203950
Q6639010,,Q30,Q138578
Q6639010,,Q33,Q14686
Q6639010,,Q172579,Q941967
Q6639010,,Q17,Q691151
Q6639010,,Q17,Q18097
Q6639010,,Q145,Q1585169
Q6639010,,Q145,Q97
Q6639010,,Q145,Q731669
Q6639010,,Q172579,
Q6639010,,Q30,Q62
Q6639010,,Q20,Q187251
Q6639010,,Q145,Q108966
Q6639010,,Q33,Q48329
Q6639010,,Q145,Q3889
Q6639010,,Q17,Q38283
Q6639010,,Q145,Q216422
Q6639010,,Q41304,Q204577
Q6639010,,Q172579,
Q6639010,,Q172579,
Q6639010,,Q17,Q678658
Q6639010,,Q145,Q5831
Q6639010,,Q17,
Q6639010,,Q145,Q988413
Q6639010,,Q30,
Q6639010,,Q45,Q735025
Q6639010,,Q298,Q3301913
Q6639010,,Q30,Q7932487
Q6639010,,Q145,Q1471621
Q6639010,,Q145,Q1344227
Q6639010,,Q30,
Q6639010,,Q869,Q795595
Q6639010,,Q145,
Q6639010,,Q145,Q127892
Q6639010,,Q145,Q145
Q6639010,,Q145,Q38610
Q6639010,,Q172579,Q97
Q6639010,,Q17,Q170322
Q6639010,,Q145,
Q6639015,,Q29,
Q6639015,,Q35,
Q6639015,,Q188712,Q328000
Q6639015,Q7394454,Q145,Q54108
Q6639015,,Q172579,Q97
Q6639015,Q16223029,Q208711,Q1109500
Q6639015,,Q804,Q7159388
Q6639015,,Q188712,
Q6639015,,Q145,Q869
Q6639015,,Q34,
Q6639015,,Q216173,Q216173
Q6639015,,Q30,Q988156
Q6639015,Q1913422,Q145,Q1811372
Q6639015,,Q172579,
Q6639015,,Q30,Q44564
Q6639015,,Q41,Q938745
Q6639015,,Q419,Q3317432
Q6639015,,Q30,Q199797
Q6639015,,Q41304,Q187895
Q6639015,,Q43,Q1689422
Q6639015,,Q145,Q176
Q6639015,,Q188712,Q6921671
Q6639015,,Q188712,Q5413
Q6639015,,Q188712,Q203308
Q6639015,,Q188712,
Q6639015,,Q30,Q1383
Q6639015,,Q188712,Q26418
Q6639015,,Q20,Q380307
Q6639015,,Q41304,Q6516559
Q6639015,,Q145,Q1569280
Q6639015,,Q41304,Q1693
Q6639015,,Q145,
Q6639015,,Q145,Q4859960
Q6639015,,Q191077,
Q6639015,,Q298,
Q6639015,,Q145,Q1631968
Q6639015,,Q34,Q204577
Q6639015,,Q145,Q7569089
Q6639015,,Q414,
Q6639015,,Q20,
Q6639015,,Q145,Q211873
Q6639015,,Q145,Q1267413
Q6639015,,Q20,
Q6639015,,Q30,Q65
Q6639015,,Q298,Q5035032
Q6639015,,Q145,Q162475
Q6639015,,Q13426199,
Q6639015,,Q13426199,Q13426199
Q6639015,,Q30,Q1012455
Q6639015,,Q45,Q38610
Q6639015,,Q145,
Q6639015,,Q145,Q1952
Q6639015,,Q172579,Q406
Q6639015,Q54874525,Q30,
Q6639015,,Q145,Q185678
Q6639015,,Q145,Q3059075
Q6639015,,Q145,Q34261
Q6639015,,Q33,Q1255278
Q6639015,,Q145,Q23148
Q6639015,,Q34,Q208259
Q6639015,,Q20,Q36433
Q6639015,,Q145,Q149955
Q6639015,,Q34,Q25082
Q6639015,,Q41,Q1547306
Q6639015,,Q145,Q496667
Q6639015,,Q145,
Q6639015,,Q41304,Q455464
Q6639015,,Q145,Q213361
Q6639015,,Q20,Q990130
Q6639015,,Q55,Q172579
Q6639015,,Q172579,Q9980
Q6639015,,Q188712,Q26418
Q6639015,,Q145,Q127892
Q6639015,,Q172579,
Q6639015,,Q145,Q40285
Q6639015,,Q188712,Q502205
Q6639015,,Q30,Q194522
Q6639015,,Q29,Q12233
Q6639015,,Q45,
Q6639015,,Q298,Q2467
Q6639015,,Q172579,Q836689
Q6639015,,Q142,Q213510
Q6639015,,Q142,Q990130
Q6639015,,Q30,Q98
Q6639015,,Q20,Q167305
Q6639015,,Q34,Q4567115
Q6639015,,Q20,Q109036
Q6639015,,Q145,Q178488
Q6639015,,Q155,
Q6639015,,Q41,Q188478
Q6639015,,Q43,
Q6639015,,Q30,Q1889293
Q6639015,,Q30,Q1138756
Q6639015,,Q188712,Q68481
Q6639015,,Q142,
Q6639015,,Q142,Q46772
Q6639015,,Q145,Q7230599
Q6639015,,Q211,
Q6639015,,Q43,Q160450
Q6639015,,Q30,Q6751254
Q6639015,,Q145,Q1025788
Q6639015,,Q17,Q328601
Q6639015,,Q34,
Q6639015,,Q142,Q17012
Q6639015,,Q20,Q189912
Q6639015,,Q20,Q1881870
Q6639015,,Q30,Q40435
Q6639015,,Q34,Q204577
Q6639015,,Q142,
Q6639015,,Q142,Q34261
Q6639015,,Q41304,Q1650
Q6639015,,Q145,Q225641
Q6639015,,Q145,Q6166526
Q6639015,,Q30,
Q6639015,,Q145,Q171632
Q6639015,,Q188712,
Q6639015,,Q31,Q845310
Q6639015,,Q172579,Q2936960
Q6639015,,Q41304,Q84
Q6639015,,Q145,Q49231
Q6639015,,Q188712,
Q6639015,,Q188712,Q653402
Q6639015,,Q41304,Q988413
Q6639015,,Q30,Q657461
Q6639015,,Q142,
Q6639015,,Q41304,
Q6639015,,Q31,
Q6639015,,Q188712,Q1203250
Q6639015,,Q15180,Q1899
Q6639015,,Q298,Q33986
Q6639015,,Q298,
Q23640649,,Q172771,
Q23640649,,Q172771,Q188304
Q23640649,,Q172771,
Q23640649,,Q70972,Q602
Q15242477,,Q215530,Q1127599
Q15242477,,Q172771,Q3775979
Q15242477,,Q172771,Q6672624
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,Q55604493,Q172771,
Q15242477,,Q172771,Q97
Q15242477,,Q172771,Q25411
Q15242477,,Q1055,
Q15242477,,Q1055,Q25389
Q15242477,,Q172771,Q180209
Q15242477,,Q172771,
Q15242477,,Q172771,Q23154
Q15242477,,Q172771,Q1049578
Q15242477,,Q172771,
Q15242477,Q33129364,Q172771,
Q15242477,,Q172771,Q26253
Q15242477,,Q215530,
Q15242477,Q42886782,Q172771,Q2035668
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q215530,Q2669915
Q15242477,,Q172771,Q1370
Q15242477,,Q172771,
Q15242477,,Q215530,Q18817
Q15242477,,Q172771,Q478029
Q15242477,,Q1055,
Q15242477,,Q172771,
Q15242477,,Q161885,Q671079
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,Q24645736
Q15242477,,Q172771,Q111444
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,Q18817
Q15242477,,Q172771,Q769680
Q15242477,,Q172771,Q18817
Q15242477,,Q172771,Q1626641
Q15242477,,Q172771,
Q15242477,,Q172771,Q18817
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,Q5038028
Q15242477,,Q172771,
Q15242477,,Q1792,
Q15242477,,Q172771,Q17103086
Q15242477,,Q172771,Q25287
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,Q41735
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q1055,
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q393,
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q188553,Q36433
Q15242477,,Q172771,Q24879
Q15242477,,Q188553,Q1616197
Q15242477,,Q172771,Q1395685
Q15242477,,Q1055,Q188553
Q15242477,Q7075913,Q83164,
Q15242477,,Q172771,Q97
Q15242477,,Q172771,Q3527954
Q15242477,,Q172771,Q1643555
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,Q5038028
Q15242477,,Q172771,
Q15242477,,Q172771,Q1454
Q15242477,,Q172771,Q162782
Q15242477,,Q172771,Q604978
Q15242477,,Q30,Q1370
Q15242477,,Q172771,Q1007083
Q15242477,,Q30,
Q15242477,,Q172771,Q18817
Q15242477,,Q172771,Q244
Q15242477,,Q172771,Q18817
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,
Q15242477,,Q172771,Q134750
Q15242477,,Q172771,
Q15242477,,Q172771,Q204577
Q15242477,,Q30,Q204577
Q15242477,,Q172771,Q766
Q52456903,,Q174193,
Q52456903,,Q30,
Q52456903,,Q30,
Q52456903,,Q30,
Q52456903,,Q30,
Q52456903,,Q30,
Q52456903,,Q15864,Q188161
Q52456903,,Q30,Q97
Q52456903,,Q27306,Q5660
Q52456903,,Q142,
Q52456903,,,
Q52456903,,Q174193,Q204577
Q52456903,,Q142,
Q52456903,,,
Q52456903,,Q174193,Q1581130
Q52456903,,Q174193,Q1581130
Q52456903,,Q142,
Q52456903,,,
Q52456903,,Q174193,
Q52456903,,Q174193,
Q52456903,,Q174193,Q216057
Q52456903,,Q174193,Q97
Q52456903,,Q29,Q15682
Q52456903,,Q174193,Q213361
Q52456903,,Q30,Q202539
Q52456903,,Q30,Q202539
Q23640656,,Q172771,Q8692
Q23640656,,Q172771,Q928235
Q23640656,,Q170072,Q727
Q23640656,,Q172771,Q724182
Q23640656,,Q172771,Q18569
Q23640656,,Q172771,Q102158
Q23640656,,Q172771,Q1644
Q23640656,,Q172771,Q478029
Q23640656,,Q172771,Q23204
Q23640656,,Q172771,Q1454
Q23640656,,Q172771,
Q23640656,,Q172771,Q1055
Q23640656,,Q172771,
Q23640656,,Q215530,
Q23640656,,Q172771,Q769
Q52457081,,Q45,Q204577
Q52457081,,Q45,Q202539
Q52457081,,Q30,Q204577
Q52457081,,Q174193,Q26253
Q52457081,,Q12560,Q3820
Q52457081,,Q217230,Q204577
Q52457081,,Q174193,Q127335
Q52457081,,Q174193,Q209126
Q52457081,,Q174193,
Q52457081,,Q30,
Q52457081,,Q174193,Q1693
Q17001288,,Q174193,Q188304
Q17001288,,Q174193,
Q17001288,,Q45,Q34404
Q17001288,,Q174193,Q204577
Q17001288,,Q174193,Q5184520
Q17001288,,Q174193,Q179444
Q17001288,,Q174193,Q1007083
Q17001288,,Q174193,Q6454
Q17001288,,Q174193,
Q17001288,,Q174193,Q188304
Q17001288,,Q174193,Q724182
Q17001288,,Q174193,Q1345
Q17001288,,Q174193,Q160819
Q17001288,,Q174193,Q973740
Q17001288,,Q174193,Q973740
Q17001288,,Q174193,Q973740
Q17001288,,Q174193,Q973740
Q17001288,,Q30,Q292606
Q17001288,,Q1792,
Q17001288,,Q174193,Q1693
Q17001288,,Q174193,Q8692
Q17001288,,Q174193,Q327300
Q17001288,,Q142,Q1471
Q17001288,,Q174193,Q204577
Q17001288,,Q30,Q40030
Q17001288,,Q30,
Q17001288,,Q174193,Q210223
Q17001288,,Q174193,Q188203
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,Q1185369
Q17001288,,Q174193,Q19719
Q17001288,,Q174193,Q1335
Q17001288,,Q174193,Q40410
Q17001288,,Q174193,Q5170560
Q17001288,,Q30,Q202539
Q17001288,,Q174193,
Q17001288,,Q27306,Q776965
Q17001288,,Q2001966,
Q17001288,,Q30,Q978569
Q17001288,,Q164079,
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,Q8678
Q17001288,,Q34266,Q1851
Q17001288,,Q30,
Q17001288,,Q174193,Q17054
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q30,Q202539
Q17001288,,Q30,Q202539
Q17001288,,Q174193,Q216057
Q17001288,,Q30,
Q17001288,,Q174193,Q210223
Q17001288,,Q217406,Q170013
Q17001288,,Q174193,
Q17001288,,Q174193,Q204577
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q30,Q429741
Q17001288,,Q174193,Q760
Q17001288,,Q174193,
Q17001288,,Q30,Q202539
Q17001288,,Q217406,Q589980
Q17001288,,Q30,
Q17001288,,Q142,
Q17001288,,Q30,
Q17001288,,Q30,
Q17001288,,Q30,Q81621
Q17001288,,Q30,
Q17001288,,Q217406,Q204577
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q30,Q760
Q17001288,,Q34,Q25287
Q17001288,,Q174193,
Q17001288,,Q15864,
Q17001288,,Q34,Q406556
Q17001288,,Q1055,Q1754
Q17001288,,Q174193,
Q17001288,,Q29,Q1335
Q17001288,,Q142,
Q17001288,,Q142,Q903779
Q17001288,,Q165154,Q406556
Q17001288,,Q4098,
Q17001288,,Q174193,Q1016944
Q17001288,,Q174193,
Q17001288,,Q174193,Q134750
Q17001288,,Q174193,Q202539
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,Q1137202
Q17001288,,Q174193,
Q17001288,,Q30,
Q17001288,,Q174193,Q1345
Q17001288,,Q174193,Q192820
Q17001288,,Q174193,
Q17001288,,Q174193,Q640789
Q17001288,,Q20,Q26793
Q17001288,,Q174193,
Q17001288,,Q15864,
Q17001288,,Q174193,Q12233
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,Q188304
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q174193,Q208158
Q17001288,,Q15864,
Q17001288,,Q174193,Q210223
Q17001288,,Q1055,
Q17001288,,Q174193,Q100166
Q17001288,,Q174193,Q5054084
Q17001288,,Q174193,Q1018711
Q17001288,,Q142,Q378109
Q17001288,,Q174193,Q973740
Q17001288,,Q174193,Q100
Q17001288,,Q174193,Q18221
Q17001288,,Q174193,
Q17001288,,Q29,Q8692
Q17001288,,Q174193,Q669037
Q17001288,,Q174193,Q169523
Q17001288,,Q174193,
Q17001288,,Q174193,
Q17001288,,Q30,Q2467
Q17001288,,Q174193,Q1185346
Q17001288,,Q30,Q30
Q17001288,,Q30,
Q17001288,,Q30,Q18383
Q17001288,,Q30,
Q17001288,,,
Q17001288,,Q174193,Q134750
Q17001288,,Q15864,Q100
Q17001288,,Q174193,Q7230807
Q17001288,,Q30,Q1761
Q17001288,,Q174193,Q11959
Q17001288,,Q174193,Q60
Q17001288,,Q15864,
Q17001288,,Q30,Q1581130
Q17001288,,Q15864,Q3038
Q17001288,,Q174193,Q273
Q17001288,,Q34266,
Q17001288,,Q174193,Q204577
Q17001288,,Q45,Q1581130
Q17001288,,Q30,Q202539
Q17001288,,Q142,Q202539
Q17001288,,Q174193,Q3314
Q17001288,Q30602724,Q174193,
Q17001288,,Q142,Q83813
Q17001288,,Q174193,
Q17001288,,Q174193,Q10717
Q17001288,,Q174193,
Q17001288,,Q174193,Q1425428
Q17001288,,Q174193,
Q17001288,,Q15864,Q767374
Q17001288,,Q174193,
Q17001288,,Q29,Q201559
Q17001288,,Q174193,
Q17001288,,Q35,Q26881
Q17001288,,Q174193,Q1874
Q17001288,,Q30,
Q17001288,,Q174193,Q1770
Q52457844,,Q142,Q473842
Q52457844,,Q174193,Q60
Q52457844,,Q20,
Q52457844,,Q20,
Q52457844,,Q174193,Q8818
Q52457844,,Q20,
Q52457844,,Q174193,Q8818
Q52457844,,Q217230,Q204577
Q52457844,,Q29,Q202539
Q52457844,,Q174193,Q1020800
Q52457844,,Q174193,Q570289
Q52457844,,Q34,Q25287
Q52457844,,Q174193,Q2577801
Q52457844,,Q174193,Q1089032
Q52457844,,Q174193,Q1017331
Q52457844,,Q174193,
Q52457844,,Q174193,
Q52457844,,Q174193,
Q52457844,,Q174193,
Q52457844,,Q174193,
Q52457425,,Q2001966,Q1156
Q52457425,,Q2001966,Q16970
Q52457425,,Q83164,Q1121471
Q52457425,,Q174193,
Q52457425,,Q174193,
Q52457425,,Q174193,Q2001966
Q52457425,,Q2001966,Q1416413
Q52457425,,Q2001966,
Q52457425,,Q174193,
Q52457425,,Q174193,
Q52457425,,Q174193,
Q52457425,,Q174193,
Q52457425,,Q174193,
Q52457425,,Q174193,
Q52457425,,Q2001966,
Q52457425,,Q174193,Q17054
Q52457425,,Q174193,Q880496
Q23640652,,Q172771,Q428829
Q23640652,,Q172771,
Q23640652,,Q1055,Q3038
Q23640652,,Q172771,Q545
Q23640652,,Q172771,
Q23640652,,Q172771,
Q23640652,,Q172771,Q215530
Q23640652,,Q217406,Q842462
Q23640652,,Q172771,Q921984
Q23640652,,Q217406,Q207452
Q23640652,,Q170072,
Q23640652,,Q172771,Q143762
Q23640652,,Q172771,Q213361
Q23640652,,Q172771,
Q23640652,,Q172771,Q1034413
Q23640652,,Q161885,
Q18085723,,Q30,
Q18085723,,,Q853213
Q18085723,,Q174193,
Q18085723,,Q174193,Q204577
Q18085723,,Q142,Q669037
Q18085723,,Q34,Q41573
Q18085723,,Q142,Q17054
Q18085723,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,Q17582096
Q52457273,,Q174193,Q7194090
Q52457273,,Q174193,Q1011096
Q52457273,,Q34,
Q52457273,,Q174193,Q1247786
Q52457273,,Q174193,
Q52457273,,Q174193,Q994703
Q52457273,,Q174193,
Q52457273,,Q174193,Q3398844
Q52457273,,Q174193,
Q52457273,,Q174193,Q490810
Q52457273,,Q174193,Q382586
Q52457273,,Q174193,
Q52457273,,Q174193,Q147524
Q52457273,,Q174193,Q1678525
Q52457273,,Q174193,Q427792
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,Q202539
Q52457273,,Q174193,
Q52457273,,Q174193,Q3032523
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,Q1003196
Q52457273,,Q174193,Q215752
Q52457273,,Q174193,Q326561
Q52457273,,Q174193,
Q52457273,,Q174193,Q203995
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,Q204577
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,Q19699
Q52457273,,Q45,Q183557
Q52457273,,Q174193,
Q52457273,,Q174193,Q1425428
Q52457273,,Q174193,
Q52457273,,Q174193,Q203995
Q52457273,,Q174193,Q36433
Q52457273,,Q174193,Q478029
Q52457273,,Q174193,
Q52457273,,Q174193,Q204577
Q52457273,,Q174193,Q1000656
Q52457273,,Q174193,
Q52457273,,Q174193,Q1043510
Q52457273,,Q174193,Q133315
Q52457273,,Q174193,
Q52457273,,Q174193,Q593890
Q52457273,,Q55,Q179224
Q52457273,,Q174193,
Q52457273,,Q174193,Q1774733
Q52457273,,Q174193,
Q52457273,,Q174193,Q41735
Q52457273,,Q174193,Q2117793
Q52457273,,Q174193,Q202539
Q52457273,,Q174193,Q573788
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q30,Q97
Q52457273,,Q174193,
Q52457273,,Q174193,Q216057
Q52457273,,Q174193,Q204577
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q174193,
Q52457273,,Q142,
Q52457273,,Q174193,Q937070
Q52457273,,Q174193,
Q52457273,,Q174193,Q1194478
Q52457963,,Q174193,Q208158
Q52457963,,Q30,Q2039931
Q52457963,,Q30,Q204577
Q52457963,,Q30,Q210223
Q52457963,,Q30,Q210223
Q52457963,,Q30,
Q52457963,,Q30,Q204577
Q52457963,,Q30,Q12630
Q52457963,,Q30,Q1581130
Q52457963,,Q30,Q1581130
Q52457963,,Q174193,Q738808
Q52457963,,Q30,
Q52457963,,Q30,
Q52457963,,Q174193,
Q52457963,,Q174193,Q19699
Q52457963,,Q174193,Q19699
Q52457963,,Q174193,Q188304
Q6638951,,Q55,Q204577
Q6638951,,Q174193,Q174193
Q15242481,,Q174193,Q3314
Q15242481,Q7697599,Q174193,Q1936516
Q15242481,,Q30,Q1644
Q15242481,,Q174193,
Q15242481,,Q27306,Q3073
Q15242481,,Q174193,Q16153909
Q15242481,,Q30,
Q15242481,,,Q3314
Q15242481,,Q174193,Q16153909
Q15242481,,Q174193,Q16153909
Q15242481,,Q174193,Q16153909
Q15242481,,Q174193,Q16153909
Q15242481,,Q174193,Q16153909
Q15242481,,Q174193,Q16153909
Q15242481,,Q174193,Q16153909
Q15242481,,Q30,Q204577
Q15242481,,Q174193,Q8092
Q15242481,,Q174193,Q6412546
Q15242481,,Q174193,Q102158
Q15242481,,Q217406,Q97
Q15242481,,Q174193,Q174731
Q15242481,,Q174193,
Q15242481,,Q174193,
Q15242481,,Q174193,Q102158
Q15242481,,Q174193,
Q15242481,,Q174193,
Q15242481,,Q174193,
Q15242481,,Q174193,Q936930
Q15242481,,Q174193,Q991055
Q15242481,,Q174193,Q2383013
Q15242481,,Q30,Q174224
Q15242481,,Q174193,Q748559
Q15242481,,Q172771,
Q15242481,,Q27306,Q776965
Q15242481,,Q45,Q215177
Q15242481,,Q24879,Q25389
Q15242481,,Q174193,Q47716
Q15242481,,Q174193,
Q15242481,,Q30,Q174224
Q15242481,,Q174193,Q183551
Q15242481,,Q174193,Q724182
Q15242481,,Q174193,
Q15242481,,Q174193,Q15262151
Q15242481,,Q174193,Q23635
Q15242481,,Q174193,Q1792
Q15242481,,Q174193,Q958530
Q15242481,,Q174193,
Q15242481,,Q174193,Q107393
Q15242481,,Q174193,
Q15242481,,Q174193,Q827604
Q15242481,,Q30,
Q15242481,,Q174193,Q1007083
Q15242481,,Q174193,Q1773
Q15242481,,Q30,
Q15242481,,Q174193,Q36647
Q15242481,,Q30,Q47716
Q15242481,,Q174193,Q1761
Q15242481,,Q174193,
Q15242481,,Q174193,Q30
Q15242481,,Q174193,Q1012476
Q15242481,,Q174193,Q1007093
Q15242481,,Q174193,Q188203
Q15242481,,Q30,
Q15242481,,Q30,Q15144243
Q15242481,,Q174193,
Q15242481,Q28457872,Q174193,Q36647
Q15242481,,Q30,Q83813
Q15242481,,Q174193,
Q15242481,,Q174193,
Q15242481,,Q174193,
Q15242481,,Q174193,Q504678
Q15242481,,Q174193,Q180209
Q15242481,,Q174193,Q733093
Q15242481,,Q174193,Q1761
Q15242481,,Q174193,Q760
Q15242481,,Q174193,Q249232
Q15242481,,Q1792,Q769680
Q15242481,,Q174193,Q209126
Q15242481,,Q174193,Q36647
Q15242481,,Q174193,
Q15242481,,Q174193,Q1761
Q15242481,,Q174193,Q23090
Q15242481,,Q174193,
Q15242481,,Q30,Q9911
Q15242481,,Q188553,
Q15242481,,Q174193,
Q15242481,,Q174193,Q1185346
Q15242481,,Q174193,Q973740
Q15242481,,Q174193,
Q15242481,,Q174193,
Q15242481,,Q174193,
Q15242481,,Q174193,
Q15242481,,Q174193,
Q15242481,,Q174193,Q168159
Q15242481,,Q174193,
Q15242481,,Q174193,Q244
Q15242481,,Q174193,
Q15242481,,Q174193,Q769
Q15242481,,Q174193,
Q15242481,,Q174193,Q1185346
Q15242481,,Q174193,Q174193
Q15242481,,Q174193,Q237253
Q15242481,,Q174193,Q379656
Q15242481,,Q174193,
Q15242481,,Q174193,Q3395428
Q15242481,,Q174193,
Q15242481,,Q174193,Q19711
Q15242481,,Q174193,
Q15242481,,Q174193,Q12630
Q15242481,,Q174193,Q190002
Q15242481,,Q172771,
Q15242481,,Q174193,Q1693
Q15242481,,Q174193,
Q15242481,,Q27306,Q3314
Q15242481,,Q30,
Q15242481,,Q188586,Q1410
Q15242481,,Q174193,
Q23640655,,Q83164,Q2035668
Q23640655,,Q172771,
Q23640655,,Q172771,
Q23640655,,Q172771,
Q23640655,,Q172771,
Q23640655,,Q172771,
Q23640655,,Q172771,
Q23640655,,Q172771,
Q23640655,,Q172771,
Q23640655,,Q172771,Q753784
Q23640655,,Q172771,Q1581130
Q23640655,,Q172771,Q1238161
Q23640655,,Q172771,Q939770
Q23640655,,Q172771,Q328104
Q23640655,,Q172771,Q2844848
Q23640655,,Q172771,
Q23640655,,Q172771,
Q23640655,,Q172771,
Q6639145,,Q188712,Q796754
Q6639145,,Q188712,Q796754
Q6639145,,Q188712,Q796754
Q6639145,,Q219712,
Q6639145,,Q219712,
Q6639145,,Q30,Q593485
Q6639145,,Q219712,
Q6639145,,Q219712,Q1197171
Q6639145,,Q219712,
Q6638968,,Q174193,
Q6638968,,Q174193,
Q6638968,,Q142,
Q6638968,,Q31,Q262
Q17001368,,Q174193,Q2752995
Q17001368,,Q174193,
Q17001368,,Q174193,Q174193
Q17001368,,Q174193,Q202539
Q17001368,,Q174193,Q973740
Q17001368,,Q174193,Q4092
Q17001368,,Q174193,
Q17001368,,Q174193,
Q17001368,,Q174193,
Q17001368,,Q174193,Q248452
Q17001368,,Q174193,
Q17001368,,Q174193,Q1693
Q17001368,,Q174193,Q23240
Q17001368,,Q174193,Q202539
Q17001368,,Q174193,Q1185346
Q17001368,,Q174193,Q7115779
Q17001368,,Q174193,
Q17001368,,Q174193,Q1027
Q17001368,,Q142,
Q17001368,,Q34266,Q1770
Q17001368,,Q174193,Q102158
Q17001368,,Q174193,
Q17001368,,Q174193,Q2047414
Q17001368,,Q34,Q545
Q17001368,,Q45,
Q17001368,,Q174193,
Q17001368,,Q174193,
Q17001368,,Q174193,Q1486
Q17001368,,Q174193,Q501179
Q17001368,,Q174193,Q210223
Q17001368,,Q174193,Q168159
Q17001368,,Q174193,Q248452
Q17001368,,Q174193,Q23240
Q17001368,,Q174193,Q21168
